sum_1,sum_2,norm,scan
4644.0,9108.0,0.25575,24975000.0
4679.0,9053.0,0.26401,24975250.0
4675.0,9087.0,0.26184,24975500.0
4674.0,9063.0,0.26272,24975750.0
4684.0,9102.0,0.26268,24976000.0
4666.0,9096.0,0.25994,24976250.0
4654.0,9074.0,0.25889,24976500.0
4668.0,9112.0,0.25958,24976750.0
4622.0,9120.0,0.25158,24977000.0
4654.0,9128.0,0.25656,24977250.0
4656.0,9125.0,0.25702,24977500.0
4627.0,9128.0,0.25208,24977750.0
4619.0,9096.0,0.25209,24978000.0
4615.0,9109.0,0.25088,24978250.0
4599.0,9129.0,0.24738,24978500.0
4586.0,9125.0,0.24539,24978750.0
4560.0,9120.0,0.24126,24979000.0
4543.0,9129.0,0.23808,24979250.0
4565.0,9150.0,0.24089,24979500.0
4510.0,9132.0,0.23248,24979750.0
4503.0,9149.0,0.23067,24980000.0
4485.0,9149.0,0.22769,24980250.0
4500.0,9187.0,0.22873,24980500.0
4483.0,9115.0,0.22864,24980750.0
4482.0,9152.0,0.22708,24981000.0
4462.0,9115.0,0.22515,24981250.0
4436.0,9131.0,0.22023,24981500.0
4436.0,9135.0,0.22008,24981750.0
4405.0,9114.0,0.21569,24982000.0
4381.0,9070.0,0.21326,24982250.0
4400.0,9138.0,0.214,24982500.0
4370.0,9085.0,0.21088,24982750.0
4364.0,9127.0,0.20841,24983000.0
4351.0,9123.0,0.20639,24983250.0
4318.0,9124.0,0.20086,24983500.0
4335.0,9069.0,0.20557,24983750.0
4307.0,9090.0,0.20017,24984000.0
4313.0,9090.0,0.20117,24984250.0
4311.0,9090.0,0.20084,24984500.0
4301.0,9089.0,0.1992,24984750.0
4286.0,9090.0,0.19666,24985000.0
4292.0,9042.0,0.19926,24985250.0
4310.0,9060.0,0.20168,24985500.0
4274.0,9086.0,0.19478,24985750.0
4286.0,9044.0,0.19818,24986000.0
4303.0,9106.0,0.19897,24986250.0
4321.0,9109.0,0.20187,24986500.0
4311.0,9079.0,0.20121,24986750.0
4326.0,9123.0,0.20223,24987000.0
4329.0,9061.0,0.20484,24987250.0
4340.0,9083.0,0.20593,24987500.0
4352.0,9134.0,0.20618,24987750.0
4376.0,9132.0,0.21023,24988000.0
4375.0,9145.0,0.20961,24988250.0
4382.0,9079.0,0.2131,24988500.0
4404.0,9124.0,0.21516,24988750.0
4416.0,9087.0,0.2185,24989000.0
4425.0,9115.0,0.21898,24989250.0
4431.0,9060.0,0.22202,24989500.0
4423.0,8983.0,0.22357,24989750.0
4462.0,9103.0,0.2256,24990000.0
4487.0,9142.0,0.22828,24990250.0
4474.0,9143.0,0.22609,24990500.0
4503.0,9142.0,0.23094,24990750.0
4527.0,9093.0,0.23684,24991000.0
4506.0,9134.0,0.23174,24991250.0
4535.0,9118.0,0.23718,24991500.0
4574.0,9139.0,0.24283,24991750.0
4557.0,9104.0,0.24141,24992000.0
4566.0,9098.0,0.24315,24992250.0
4601.0,9149.0,0.2469,24992500.0
4596.0,9107.0,0.24779,24992750.0
4613.0,9131.0,0.24963,24993000.0
4637.0,9137.0,0.25336,24993250.0
4658.0,9108.0,0.25809,24993500.0
4636.0,9093.0,0.25506,24993750.0
4625.0,9103.0,0.25279,24994000.0
4672.0,9136.0,0.25921,24994250.0
4668.0,9138.0,0.25846,24994500.0
4671.0,9131.0,0.25926,24994750.0
4672.0,9100.0,0.26077,24995000.0
4678.0,9137.0,0.26016,24995250.0
4680.0,9175.0,0.25886,24995500.0
4672.0,9140.0,0.25904,24995750.0
4701.0,9135.0,0.26407,24996000.0
4693.0,9119.0,0.26344,24996250.0
4660.0,9130.0,0.25748,24996500.0
4713.0,9136.0,0.26601,24996750.0
4669.0,9130.0,0.25897,24997000.0
4652.0,9150.0,0.2553,24997250.0
4625.0,9158.0,0.2505,24997500.0
4650.0,9145.0,0.25518,24997750.0
4664.0,9146.0,0.25746,24998000.0
4641.0,9192.0,0.25173,24998250.0
4602.0,9107.0,0.24879,24998500.0
4627.0,9130.0,0.25199,24998750.0
4589.0,9125.0,0.24589,24999000.0
4583.0,9110.0,0.2455,24999250.0
4579.0,9134.0,0.24386,24999500.0
4595.0,9169.0,0.24509,24999750.0
4562.0,9126.0,0.24136,25000000.0
4522.0,9172.0,0.23293,25000250.0
4520.0,9116.0,0.23477,25000500.0
4480.0,9107.0,0.22845,25000750.0
