sum_1,sum_2,norm,scan
3616.0,9620.0,0.11052,6835010000.0
3612.0,9619.0,0.10994,6835012000.0
3638.0,9658.0,0.11314,6835014000.0
3627.0,9635.0,0.1119,6835016000.0
3670.0,9635.0,0.11826,6835018000.0
3640.0,9556.0,0.11517,6835020000.0
3643.0,9602.0,0.11482,6835022000.0
3632.0,9551.0,0.11405,6835024000.0
3634.0,9522.0,0.11485,6835026000.0
3618.0,9550.0,0.11198,6835028000.0
3605.0,9521.0,0.11051,6835030000.0
3615.0,9546.0,0.11159,6835032000.0
3618.0,9481.0,0.11314,6835034000.0
3643.0,9510.0,0.11642,6835036000.0
3662.0,9490.0,0.11964,6835038000.0
3646.0,9463.0,0.1177,6835040000.0
3636.0,9472.0,0.11603,6835042000.0
3616.0,9456.0,0.11327,6835044000.0
3623.0,9424.0,0.11489,6835046000.0
3630.0,9511.0,0.11444,6835048000.0
3636.0,9526.0,0.11508,6835050000.0
3625.0,9470.0,0.11439,6835052000.0
3643.0,9500.0,0.11659,6835054000.0
3691.0,9551.0,0.12289,6835056000.0
3682.0,9492.0,0.12262,6835058000.0
3698.0,9488.0,0.12511,6835060000.0
3662.0,9459.0,0.1202,6835062000.0
3663.0,9485.0,0.11988,6835064000.0
3672.0,9535.0,0.12033,6835066000.0
3677.0,9509.0,0.12155,6835068000.0
3688.0,9528.0,0.12286,6835070000.0
3701.0,9504.0,0.12526,6835072000.0
3729.0,9512.0,0.12933,6835074000.0
3736.0,9502.0,0.13058,6835076000.0
3699.0,9490.0,0.12523,6835078000.0
3739.0,9496.0,0.13115,6835080000.0
3710.0,9489.0,0.12691,6835082000.0
3731.0,9428.0,0.13129,6835084000.0
3744.0,9446.0,0.13291,6835086000.0
3747.0,9404.0,0.13422,6835088000.0
3733.0,9415.0,0.13186,6835090000.0
3759.0,9430.0,0.13552,6835092000.0
3754.0,9450.0,0.13435,6835094000.0
3771.0,9475.0,0.13641,6835096000.0
3770.0,9437.0,0.13705,6835098000.0
3786.0,9485.0,0.13847,6835100000.0
3790.0,9459.0,0.13963,6835102000.0
3812.0,9427.0,0.14366,6835104000.0
3802.0,9461.0,0.1414,6835106000.0
3829.0,9499.0,0.14467,6835108000.0
3815.0,9438.0,0.14388,6835110000.0
3832.0,9426.0,0.14674,6835112000.0
3827.0,9439.0,0.14568,6835114000.0
3850.0,9462.0,0.14867,6835116000.0
