sum_1,sum_2,norm,scan
3878.0,9321.0,0.15625,6835010000.0
3866.0,9332.0,0.15413,6835012000.0
3886.0,9365.0,0.15643,6835014000.0
3889.0,9379.0,0.15655,6835016000.0
3916.0,9413.0,0.15987,6835018000.0
3889.0,9405.0,0.15593,6835020000.0
3892.0,9402.0,0.15646,6835022000.0
3894.0,9430.0,0.1561,6835024000.0
3961.0,9411.0,0.16679,6835026000.0
3978.0,9419.0,0.16919,6835028000.0
3988.0,9466.0,0.1695,6835030000.0
3974.0,9465.0,0.1674,6835032000.0
3966.0,9402.0,0.16779,6835034000.0
3974.0,9443.0,0.16796,6835036000.0
3958.0,9470.0,0.16485,6835038000.0
3969.0,9458.0,0.16682,6835040000.0
3971.0,9468.0,0.16687,6835042000.0
3983.0,9488.0,0.16818,6835044000.0
4018.0,9513.0,0.17281,6835046000.0
3968.0,9488.0,0.16591,6835048000.0
3972.0,9467.0,0.16705,6835050000.0
3977.0,9472.0,0.16768,6835052000.0
3983.0,9454.0,0.16905,6835054000.0
4000.0,9476.0,0.17106,6835056000.0
3976.0,9450.0,0.16809,6835058000.0
4013.0,9555.0,0.17098,6835060000.0
3978.0,9509.0,0.16689,6835062000.0
3989.0,9517.0,0.16835,6835064000.0
3956.0,9492.0,0.164,6835066000.0
4022.0,9516.0,0.17334,6835068000.0
4036.0,9519.0,0.17536,6835070000.0
4018.0,9471.0,0.17391,6835072000.0
4049.0,9497.0,0.17791,6835074000.0
3997.0,9469.0,0.17078,6835076000.0
4019.0,9455.0,0.17449,6835078000.0
4034.0,9458.0,0.17668,6835080000.0
4020.0,9527.0,0.17275,6835082000.0
4026.0,9479.0,0.17491,6835084000.0
4031.0,9449.0,0.17647,6835086000.0
4071.0,9481.0,0.18167,6835088000.0
4078.0,9552.0,0.18078,6835090000.0
4074.0,9509.0,0.18135,6835092000.0
4028.0,9495.0,0.17479,6835094000.0
4094.0,9499.0,0.18464,6835096000.0
4091.0,9558.0,0.18257,6835098000.0
4099.0,9516.0,0.18492,6835100000.0
4106.0,9553.0,0.18495,6835102000.0
4130.0,9539.0,0.18893,6835104000.0
4105.0,9539.0,0.18519,6835106000.0
4101.0,9534.0,0.18472,6835108000.0
4130.0,9541.0,0.18888,6835110000.0
4117.0,9546.0,0.18679,6835112000.0
4097.0,9502.0,0.18501,6835114000.0
4132.0,9499.0,0.19038,6835116000.0
4156.0,9505.0,0.19382,6835118000.0
4134.0,9537.0,0.18959,6835120000.0
4134.0,9534.0,0.18968,6835122000.0
4162.0,9524.0,0.19417,6835124000.0
4191.0,9544.0,0.19793,6835126000.0
4171.0,9543.0,0.19496,6835128000.0
4161.0,9550.0,0.19326,6835130000.0
4162.0,9533.0,0.19391,6835132000.0
4205.0,9573.0,0.19916,6835134000.0
4187.0,9556.0,0.19698,6835136000.0
4193.0,9524.0,0.19883,6835138000.0
4163.0,9509.0,0.19476,6835140000.0
4180.0,9540.0,0.1964,6835142000.0
4196.0,9556.0,0.19832,6835144000.0
4181.0,9496.0,0.19786,6835146000.0
4199.0,9536.0,0.19937,6835148000.0
4178.0,9498.0,0.19734,6835150000.0
4172.0,9508.0,0.19614,6835152000.0
4212.0,9500.0,0.20241,6835154000.0
4191.0,9440.0,0.20107,6835156000.0
4186.0,9485.0,0.19894,6835158000.0
4207.0,9501.0,0.20163,6835160000.0
4211.0,9487.0,0.20266,6835162000.0
4195.0,9480.0,0.20045,6835164000.0
4191.0,9530.0,0.19835,6835166000.0
4214.0,9511.0,0.20238,6835168000.0
4185.0,9564.0,0.19644,6835170000.0
4213.0,9557.0,0.20084,6835172000.0
4200.0,9549.0,0.19913,6835174000.0
4230.0,9558.0,0.20335,6835176000.0
4218.0,9583.0,0.2008,6835178000.0
4227.0,9573.0,0.20245,6835180000.0
4235.0,9590.0,0.20312,6835182000.0
4234.0,9585.0,0.20313,6835184000.0
4218.0,9535.0,0.20225,6835186000.0
4253.0,9507.0,0.20838,6835188000.0
4226.0,9524.0,0.20379,6835190000.0
4192.0,9551.0,0.19787,6835192000.0
4199.0,9538.0,0.19931,6835194000.0
4198.0,9597.0,0.19741,6835196000.0
4196.0,9658.0,0.19534,6835198000.0
4192.0,9617.0,0.19594,6835200000.0
4169.0,9656.0,0.19142,6835202000.0
4191.0,9659.0,0.19458,6835204000.0
4149.0,9632.0,0.18915,6835206000.0
4171.0,9577.0,0.19398,6835208000.0
4183.0,9635.0,0.19409,6835210000.0
4176.0,9622.0,0.19342,6835212000.0
4168.0,9631.0,0.19198,6835214000.0
4188.0,9643.0,0.1946,6835216000.0
4159.0,9621.0,0.19093,6835218000.0
4135.0,9628.0,0.18719,6835220000.0
4122.0,9621.0,0.18545,6835222000.0
4111.0,9649.0,0.18307,6835224000.0
4138.0,9614.0,0.18802,6835226000.0
4113.0,9588.0,0.18503,6835228000.0
4101.0,9587.0,0.18327,6835230000.0
4079.0,9635.0,0.17871,6835232000.0
4114.0,9611.0,0.18454,6835234000.0
4095.0,9549.0,0.18341,6835236000.0
4086.0,9545.0,0.18217,6835238000.0
4081.0,9585.0,0.18034,6835240000.0
4053.0,9584.0,0.1762,6835242000.0
4041.0,9596.0,0.1741,6835244000.0
4027.0,9556.0,0.17305,6835246000.0
4039.0,9578.0,0.17427,6835248000.0
4079.0,9598.0,0.1797,6835250000.0
4070.0,9582.0,0.17878,6835252000.0
4060.0,9591.0,0.17706,6835254000.0
4045.0,9561.0,0.17561,6835256000.0
4054.0,9599.0,0.17595,6835258000.0
4033.0,9540.0,0.17436,6835260000.0
4065.0,9547.0,0.17897,6835262000.0
4055.0,9565.0,0.177,6835264000.0
4025.0,9475.0,0.17487,6835266000.0
4005.0,9458.0,0.17228,6835268000.0
3981.0,9483.0,0.168,6835270000.0
4004.0,9417.0,0.17321,6835272000.0
4022.0,9420.0,0.17588,6835274000.0
3975.0,9441.0,0.16816,6835276000.0
3962.0,9433.0,0.16639,6835278000.0
3964.0,9430.0,0.16677,6835280000.0
3958.0,9460.0,0.1651,6835282000.0
3975.0,9482.0,0.16712,6835284000.0
4038.0,9451.0,0.17748,6835286000.0
3918.0,9516.0,0.15769,6835288000.0
3924.0,9490.0,0.15921,6835290000.0
3948.0,9515.0,0.16223,6835292000.0
3952.0,9527.0,0.16254,6835294000.0
3966.0,9513.0,0.16499,6835296000.0
3933.0,9518.0,0.1599,6835298000.0
3922.0,9531.0,0.15793,6835300000.0
3939.0,9529.0,0.16053,6835302000.0
3952.0,9514.0,0.16285,6835304000.0
3906.0,9470.0,0.15697,6835306000.0
3872.0,9517.0,0.15074,6835308000.0
3891.0,9549.0,0.15287,6835310000.0
3892.0,9564.0,0.15267,6835312000.0
3935.0,9527.0,0.15998,6835314000.0
3913.0,9577.0,0.15551,6835316000.0
3897.0,9548.0,0.15379,6835318000.0
3901.0,9553.0,0.15427,6835320000.0
3907.0,9576.0,0.15464,6835322000.0
3907.0,9582.0,0.1545,6835324000.0
3922.0,9569.0,0.15704,6835326000.0
3924.0,9566.0,0.15741,6835328000.0
3882.0,9571.0,0.15102,6835330000.0
3867.0,9534.0,0.14961,6835332000.0
3859.0,9497.0,0.14924,6835334000.0
3856.0,9487.0,0.14901,6835336000.0
3879.0,9490.0,0.15242,6835338000.0
3865.0,9468.0,0.1508,6835340000.0
3844.0,9472.0,0.14753,6835342000.0
3829.0,9449.0,0.14577,6835344000.0
3844.0,9474.0,0.14749,6835346000.0
3851.0,9459.0,0.14888,6835348000.0
3817.0,9488.0,0.14309,6835350000.0
3809.0,9444.0,0.14284,6835352000.0
3826.0,9494.0,0.14432,6835354000.0
3841.0,9466.0,0.14721,6835356000.0
3889.0,9505.0,0.15358,6835358000.0
3819.0,9500.0,0.14314,6835360000.0
3839.0,9524.0,0.14563,6835362000.0
3840.0,9517.0,0.14593,6835364000.0
3857.0,9505.0,0.14876,6835366000.0
3822.0,9515.0,0.14327,6835368000.0
3804.0,9546.0,0.1399,6835370000.0
3835.0,9547.0,0.14453,6835372000.0
3854.0,9503.0,0.14835,6835374000.0
3885.0,9553.0,0.15188,6835376000.0
3926.0,9518.0,0.15884,6835378000.0
3852.0,9515.0,0.14778,6835380000.0
3862.0,9539.0,0.14875,6835382000.0
3808.0,9538.0,0.14067,6835384000.0
3844.0,9501.0,0.14689,6835386000.0
3813.0,9547.0,0.14123,6835388000.0
3833.0,9531.0,0.14457,6835390000.0
3824.0,9531.0,0.14322,6835392000.0
3841.0,9510.0,0.14623,6835394000.0
3831.0,9506.0,0.14482,6835396000.0
3813.0,9449.0,0.14333,6835398000.0
3823.0,9510.0,0.14352,6835400000.0
3819.0,9504.0,0.14305,6835402000.0
3831.0,9520.0,0.14451,6835404000.0
3856.0,9534.0,0.14796,6835406000.0
3852.0,9510.0,0.14789,6835408000.0
3856.0,9498.0,0.14876,6835410000.0
3918.0,9482.0,0.1585,6835010000.0
3902.0,9474.0,0.15627,6835012000.0
3942.0,9508.0,0.16149,6835014000.0
3914.0,9468.0,0.15823,6835016000.0
3943.0,9544.0,0.16077,6835018000.0
3925.0,9479.0,0.15963,6835020000.0
3948.0,9473.0,0.16326,6835022000.0
3950.0,9495.0,0.16302,6835024000.0
3950.0,9512.0,0.1626,6835026000.0
3934.0,9455.0,0.16158,6835028000.0
3935.0,9498.0,0.16068,6835030000.0
3985.0,9503.0,0.1681,6835032000.0
3975.0,9548.0,0.16547,6835034000.0
3996.0,9549.0,0.16859,6835036000.0
4001.0,9527.0,0.1699,6835038000.0
3966.0,9564.0,0.16373,6835040000.0
4014.0,9570.0,0.17075,6835042000.0
4039.0,9538.0,0.17531,6835044000.0
4006.0,9571.0,0.16953,6835046000.0
4016.0,9551.0,0.17153,6835048000.0
4054.0,9560.0,0.17698,6835050000.0
4006.0,9503.0,0.17126,6835052000.0
3993.0,9556.0,0.16796,6835054000.0
3980.0,9528.0,0.16672,6835056000.0
4014.0,9510.0,0.17229,6835058000.0
3996.0,9530.0,0.16907,6835060000.0
4000.0,9484.0,0.17085,6835062000.0
4028.0,9480.0,0.17519,6835064000.0
4025.0,9519.0,0.17371,6835066000.0
4030.0,9509.0,0.17473,6835068000.0
4008.0,9527.0,0.17095,6835070000.0
4004.0,9496.0,0.17114,6835072000.0
4003.0,9539.0,0.16989,6835074000.0
3988.0,9540.0,0.16762,6835076000.0
3986.0,9513.0,0.168,6835078000.0
3986.0,9617.0,0.16541,6835080000.0
4001.0,9540.0,0.16957,6835082000.0
3985.0,9496.0,0.16828,6835084000.0
4001.0,9508.0,0.17038,6835086000.0
4074.0,9505.0,0.18146,6835088000.0
4047.0,9488.0,0.17785,6835090000.0
4093.0,9543.0,0.18328,6835092000.0
