sum_1,sum_2,norm,scan
3027.0,8966.0,0.02575,6835010000.0
3030.0,8949.0,0.02632,6835012000.0
3031.0,8996.0,0.02628,6835014000.0
3045.0,9026.0,0.02843,6835016000.0
3056.0,9057.0,0.03006,6835018000.0
3058.0,9110.0,0.03013,6835020000.0
3046.0,9116.0,0.02818,6835022000.0
3071.0,9104.0,0.03224,6835024000.0
3062.0,9098.0,0.03083,6835026000.0
3068.0,9101.0,0.03178,6835028000.0
3070.0,9158.0,0.03181,6835030000.0
3090.0,9126.0,0.03517,6835032000.0
3101.0,9150.0,0.03678,6835034000.0
3085.0,9148.0,0.03425,6835036000.0
3108.0,9158.0,0.03785,6835038000.0
3094.0,9172.0,0.03554,6835040000.0
3091.0,9175.0,0.03505,6835042000.0
3120.0,9175.0,0.03965,6835044000.0
3133.0,9187.0,0.04163,6835046000.0
3109.0,9166.0,0.03796,6835048000.0
3135.0,9242.0,0.04159,6835050000.0
3140.0,9219.0,0.04253,6835052000.0
3130.0,9216.0,0.04097,6835054000.0
3147.0,9236.0,0.04351,6835056000.0
3150.0,9260.0,0.04382,6835058000.0
3165.0,9256.0,0.04619,6835060000.0
3163.0,9258.0,0.04587,6835062000.0
3179.0,9253.0,0.04841,6835064000.0
3170.0,9281.0,0.04679,6835066000.0
3196.0,9282.0,0.05084,6835068000.0
3185.0,9276.0,0.04917,6835070000.0
3204.0,9233.0,0.05249,6835072000.0
3212.0,9279.0,0.05336,6835074000.0
3235.0,9302.0,0.05675,6835076000.0
3234.0,9290.0,0.0567,6835078000.0
3264.0,9277.0,0.0615,6835080000.0
3266.0,9248.0,0.06209,6835082000.0
3253.0,9255.0,0.05998,6835084000.0
3277.0,9256.0,0.06373,6835086000.0
3297.0,9286.0,0.06655,6835088000.0
3295.0,9242.0,0.0667,6835090000.0
3295.0,9299.0,0.06611,6835092000.0
3295.0,9297.0,0.06613,6835094000.0
3300.0,9294.0,0.06694,6835096000.0
3328.0,9267.0,0.0716,6835098000.0
3306.0,9260.0,0.06823,6835100000.0
3338.0,9269.0,0.07314,6835102000.0
3334.0,9261.0,0.0726,6835104000.0
3348.0,9254.0,0.07487,6835106000.0
3351.0,9265.0,0.07522,6835108000.0
3381.0,9266.0,0.07989,6835110000.0
3380.0,9266.0,0.07974,6835112000.0
3384.0,9292.0,0.08004,6835114000.0
3402.0,9287.0,0.0829,6835116000.0
3403.0,9300.0,0.08289,6835118000.0
3417.0,9272.0,0.08544,6835120000.0
3417.0,9310.0,0.08494,6835122000.0
3433.0,9292.0,0.08767,6835124000.0
3430.0,9276.0,0.08742,6835126000.0
3442.0,9268.0,0.0894,6835128000.0
3437.0,9265.0,0.08866,6835130000.0
3426.0,9251.0,0.08713,6835132000.0
3433.0,9303.0,0.08752,6835134000.0
3436.0,9231.0,0.08898,6835136000.0
3452.0,9261.0,0.09107,6835138000.0
3454.0,9268.0,0.09128,6835140000.0
3466.0,9247.0,0.09346,6835142000.0
3461.0,9278.0,0.09223,6835144000.0
3459.0,9280.0,0.09189,6835146000.0
3470.0,9257.0,0.09394,6835148000.0
3477.0,9266.0,0.0949,6835150000.0
3466.0,9308.0,0.09258,6835152000.0
3460.0,9269.0,0.0922,6835154000.0
3461.0,9246.0,0.09269,6835156000.0
3462.0,9252.0,0.09276,6835158000.0
3493.0,9251.0,0.09763,6835160000.0
3468.0,9260.0,0.09358,6835162000.0
3497.0,9254.0,0.09821,6835164000.0
3462.0,9299.0,0.09208,6835166000.0
3467.0,9252.0,0.09354,6835168000.0
3446.0,9263.0,0.0901,6835170000.0
3479.0,9291.0,0.09485,6835172000.0
3481.0,9273.0,0.09542,6835174000.0
3450.0,9260.0,0.09077,6835176000.0
3455.0,9242.0,0.09181,6835178000.0
3475.0,9260.0,0.09468,6835180000.0
3439.0,9299.0,0.08851,6835182000.0
3447.0,9285.0,0.08995,6835184000.0
3441.0,9294.0,0.08889,6835186000.0
3455.0,9249.0,0.09171,6835188000.0
3425.0,9283.0,0.08654,6835190000.0
3426.0,9282.0,0.08671,6835192000.0
3427.0,9259.0,0.08718,6835194000.0
3419.0,9267.0,0.08582,6835196000.0
