sum_1,sum_2,norm,scan
4156.0,9686.0,0.04754,6835040000.0
4176.0,9703.0,0.05083,6835042000.0
4154.0,9685.0,0.0472,6835044000.0
4174.0,9659.0,0.05087,6835046000.0
4166.0,9661.0,0.04947,6835048000.0
4147.0,9646.0,0.04631,6835050000.0
4169.0,9621.0,0.05034,6835052000.0
4222.0,9650.0,0.05927,6835054000.0
4170.0,9615.0,0.05057,6835056000.0
4171.0,9605.0,0.05083,6835058000.0
4184.0,9583.0,0.05331,6835060000.0
4177.0,9587.0,0.05204,6835062000.0
4175.0,9555.0,0.05198,6835064000.0
4191.0,9548.0,0.05487,6835066000.0
4220.0,9557.0,0.05989,6835068000.0
4241.0,9590.0,0.06322,6835070000.0
4225.0,9519.0,0.06118,6835072000.0
4246.0,9543.0,0.06463,6835074000.0
4215.0,9502.0,0.05959,6835076000.0
4243.0,9606.0,0.0634,6835078000.0
4252.0,9552.0,0.06559,6835080000.0
4286.0,9593.0,0.07107,6835082000.0
4262.0,9587.0,0.06694,6835084000.0
4288.0,9599.0,0.07134,6835086000.0
4264.0,9540.0,0.06784,6835088000.0
4321.0,9547.0,0.07782,6835090000.0
4298.0,9605.0,0.07301,6835092000.0
4295.0,9525.0,0.07352,6835094000.0
4322.0,9577.0,0.07758,6835096000.0
4317.0,9580.0,0.07667,6835098000.0
4315.0,9542.0,0.07683,6835100000.0
4316.0,9538.0,0.07706,6835102000.0
4353.0,9542.0,0.08354,6835104000.0
4373.0,9539.0,0.08712,6835106000.0
4389.0,9530.0,0.09009,6835108000.0
4394.0,9566.0,0.0904,6835110000.0
4373.0,9562.0,0.08677,6835112000.0
4401.0,9553.0,0.09184,6835114000.0
4410.0,9517.0,0.09402,6835116000.0
4403.0,9548.0,0.09227,6835118000.0
4414.0,9583.0,0.09363,6835120000.0
4422.0,9547.0,0.09564,6835122000.0
4431.0,9539.0,0.09737,6835124000.0
4447.0,9573.0,0.0996,6835126000.0
4449.0,9537.0,0.10058,6835128000.0
4445.0,9534.0,0.09993,6835130000.0
4467.0,9520.0,0.10408,6835132000.0
4482.0,9512.0,0.10689,6835134000.0
4478.0,9493.0,0.10654,6835136000.0
4484.0,9491.0,0.10765,6835138000.0
4503.0,9457.0,0.11171,6835140000.0
4500.0,9465.0,0.11101,6835142000.0
4510.0,9509.0,0.11192,6835144000.0
4504.0,9491.0,0.11121,6835146000.0
4513.0,9465.0,0.11334,6835148000.0
4511.0,9430.0,0.11369,6835150000.0
4541.0,9417.0,0.11938,6835152000.0
4528.0,9416.0,0.11705,6835154000.0
4534.0,9432.0,0.1178,6835156000.0
4567.0,9507.0,0.12209,6835158000.0
4551.0,9477.0,0.11989,6835160000.0
4566.0,9515.0,0.12174,6835162000.0
4566.0,9459.0,0.12296,6835164000.0
4597.0,9482.0,0.12799,6835166000.0
4557.0,9487.0,0.12074,6835168000.0
4616.0,9522.0,0.13045,6835170000.0
4594.0,9488.0,0.12732,6835172000.0
4634.0,9530.0,0.13345,6835174000.0
4605.0,9473.0,0.12963,6835176000.0
4636.0,9576.0,0.13272,6835178000.0
4653.0,9594.0,0.13528,6835180000.0
4656.0,9590.0,0.1359,6835182000.0
4637.0,9535.0,0.13386,6835184000.0
4658.0,9543.0,0.13738,6835186000.0
4651.0,9561.0,0.13572,6835188000.0
4667.0,9541.0,0.13902,6835190000.0
4626.0,9516.0,0.13236,6835192000.0
4601.0,9516.0,0.12793,6835194000.0
4592.0,9510.0,0.12647,6835196000.0
4625.0,9535.0,0.13174,6835198000.0
4544.0,9504.0,0.11807,6835200000.0
4573.0,9530.0,0.12265,6835202000.0
4608.0,9534.0,0.12876,6835204000.0
4594.0,9583.0,0.1252,6835206000.0
4586.0,9566.0,0.12416,6835208000.0
4567.0,9500.0,0.12224,6835210000.0
4555.0,9530.0,0.11947,6835212000.0
4567.0,9511.0,0.122,6835214000.0
4563.0,9550.0,0.12046,6835216000.0
4579.0,9572.0,0.1228,6835218000.0
4561.0,9514.0,0.12087,6835220000.0
4540.0,9541.0,0.11659,6835222000.0
4530.0,9521.0,0.11523,6835224000.0
4517.0,9511.0,0.11312,6835226000.0
4489.0,9497.0,0.10842,6835228000.0
4488.0,9481.0,0.10855,6835230000.0
4492.0,9529.0,0.10834,6835232000.0
4446.0,9491.0,0.10087,6835234000.0
4425.0,9528.0,0.09649,6835236000.0
4450.0,9531.0,0.10087,6835238000.0
4442.0,9517.0,0.0997,6835240000.0
4440.0,9525.0,0.0992,6835242000.0
4413.0,9489.0,0.09503,6835244000.0
4376.0,9507.0,0.08815,6835246000.0
4406.0,9511.0,0.09341,6835248000.0
4409.0,9479.0,0.09448,6835250000.0
4391.0,9488.0,0.09112,6835252000.0
4398.0,9535.0,0.0916,6835254000.0
4376.0,9515.0,0.08802,6835256000.0
4382.0,9536.0,0.08876,6835258000.0
4360.0,9560.0,0.08451,6835260000.0
4332.0,9511.0,0.08027,6835262000.0
4328.0,9567.0,0.07878,6835264000.0
4293.0,9578.0,0.07248,6835266000.0
4288.0,9565.0,0.07177,6835268000.0
